OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-UT,USGS Utah Water Science Center,USGS-401156111374601,(D- 7- 3)20bdb- 1,Well,,16020201,,,,,40.1988443,-111.6301984,,1,minutes,Interpolated from MAP.,NAD83,4489,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19300101,560,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401158111372201,(D- 7- 3)20adb- 1,Well,,16020202,,,,,40.1994,-111.6215866,24000,5,seconds,Interpolated from MAP.,NAD83,4520,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19700112,353,ft,353,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401202111382301,(D- 7- 3)19aac- 1,Well,,16020201,,,,,40.2005108,-111.6404769,24000,1,seconds,Interpolated from MAP.,NAD83,4493,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19380201,268,ft,268,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401202111382401,(D- 7- 3)19aac- 2,Well,,16020201,,,,,40.2005108,-111.6407547,,1,minutes,Interpolated from MAP.,NAD83,4493,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19380101,80,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401208111392001,SPRING CR. AT UTAH LAKE,Stream,,16020201,,,,,40.2021772,-111.6563114,24000,5,seconds,Interpolated from MAP.,NAD83,4485,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401209111382501,(D- 7- 3)19aab- 1,Well,,16020201,,,,,40.2024552,-111.6410325,,1,minutes,Interpolated from MAP.,NAD83,4495,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19400101,305,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401210111382101,(D- 7- 3)18dac,Stream,,16020201,,,,,40.2027053,-111.6399769,24000,0.1,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401212111383601,(D- 7- 3)18dcc- 1,Well,,16020201,,,,,40.2032885,-111.6440883,24000,5,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19621106,322,ft,322,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401235112001501,(C- 7- 1)18cbb- 1,Well,,16020201,,,,,40.2096732,-112.0049385,24000,1,seconds,Interpolated from MAP.,NAD83,4855,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,600,ft,650,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401241111534400,(C- 7- 1)13adc- 1,Well,,16020201,,,,,40.2113408,-111.8963236,,5,seconds,Interpolated from MAP.,NAD83,4800,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19730101,452,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401247111390401,(D- 7- 3)18bca,Stream,,16020201,,,,,40.2130106,-111.6518666,24000,1,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401250111403601,(D- 7- 2)13bcb- 2,Well,,16020201,,,,,40.2138434,-111.677424,,1,minutes,Interpolated from MAP.,NAD83,4499,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19430101,185,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401255111400201,(D- 7- 2)13bac- 1,Well,,16020201,,,,,40.2152325,-111.6679789,24000,5,seconds,Interpolated from MAP.,NAD83,4499,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19460830,172,ft,172,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401300111411801,(D- 7- 2)14aab- 2,Well,,16020201,,,,,40.216621,-111.6890916,,1,minutes,Interpolated from MAP.,NAD83,4499,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19210101,167,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401300111523001,(D- 6- 3)18dbb- 1,Well,,16020201,,,,,40.2166187,-111.8757673,24000,5,seconds,Interpolated from MAP.,NAD83,5000,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,212,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401300111525401,(D- 7- 1)18dbb- 1,Well,,16020201,,,,,40.2166187,-111.8824342,,1,minutes,Interpolated from MAP.,NAD83,4495,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19580101,136,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401305111403501,(D- 7- 2)11ddc- 1,Well,,16020201,,,,,40.2180101,-111.6771463,24000,5,seconds,Interpolated from MAP.,NAD83,4503,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19200101,167,ft,167,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401307111405101,(D- 7 -2)11dcd,Stream,,16020201,,,,,40.2184545,-111.6814799,24000,0.1,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401307111405301,BIG DRY CREEK UPSTREAM FROM 1150 NORTH,Stream,,16020201,,,,,40.2185656,-111.6821466,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401310111394201,(D- 7- 3) 7dcc- 1,Well,,16020201,,,,,40.2193993,-111.6624229,,1,minutes,Interpolated from MAP.,NAD83,4517,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19180101,270,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401310111394801,(D- 7- 2)12acd- 1,Well,,16020201,,,,,40.2249167,-111.6628056,,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4517,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19080101,180,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401310111404201,(D- 7- 2)11ddd- 1,Well,,16020201,,,,,40.2193989,-111.6790908,,1,minutes,Interpolated from MAP.,NAD83,4500,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19200101,167,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401310111411201,(D- 7- 2)11ddc- 2,Well,,16020201,,,,,40.2180101,-111.6782575,24000,5,seconds,Interpolated from MAP.,NAD83,4503,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19340101,273,ft,273,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401310111412401,(D- 7- 2)11acc- 2,Well,,16020201,,,,,40.2193987,-111.6907584,,1,minutes,Interpolated from MAP.,NAD83,4515,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19400101,160,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401318111404800,(D- 7- 2)11dbd- 1,Well,,16020201,,,,,40.2216211,-111.6807576,,5,seconds,Interpolated from MAP.,NAD83,4505,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19730101,170,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401320111384201,(D- 7- 3) 6cca- 2,Well,,16020201,,,,,40.2221774,-111.645755,,1,minutes,Interpolated from MAP.,NAD83,4545,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19080101,400,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401320111394201,(D- 7- 2)12bad- 1,Well,,16020201,,,,,40.222177,-111.6624229,,1,minutes,Interpolated from MAP.,NAD83,4526,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19340101,210,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401322111382101,(D- 7- 3) 7dac- 1,Well,,16020201,,,,,40.222733,-111.6399212,24000,5,seconds,Interpolated from MAP.,NAD83,4560,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401324111412701,(D- 7- 2)11cba- 1,Well,,16020201,,,,,40.2232876,-111.6910362,24000,5,seconds,Interpolated from MAP.,NAD83,4502,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19500509,169,ft,169,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401325111410901,(D- 7- 2)11caa- 1,Well,,16020201,,,,,40.2238155,-111.686897,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4507,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19360320,198,ft,198,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401326111374801,(D- 7- 3) 8cab- 1,Well,,16020201,,,,,40.2238889,-111.63,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4745,feet,5,feet,Reported method of determination.,NGVD29,US,49,49,,Valley Fill,Unconfined single aquifer,19480730,304,ft,304,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401326111410801,(D- 7- 2)11caa- 2,Well,,16020201,,,,,40.2239444,-111.6864722,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4505,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19671002,180,ft,180,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401326111421301,(D- 7- 2)10cad,Stream,,16020201,,,,,40.223704,-111.7043149,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401327111374300,(D- 7- 3) 8caa- 1,Well,,16020201,,,,,40.2241667,-111.6302778,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4749,feet,5,feet,Reported method of determination.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19700630,445,ft,460,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401327111462601,UTAH LAKE HAB STUDY SITE 3,Lake Reservoir Impoundment,,16020201,,,,,40.2241194,-111.7739389,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4492,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401328111425601,(D- 7- 2) 9adc- 1,Well,,16020201,,,,,40.2243982,-111.7163158,24000,10,seconds,Interpolated from MAP.,NAD83,4490,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19761104,163,ft,163,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401330111394201,(D- 7- 2)12cda- 3,Well,,16020201,,,,,40.2249548,-111.6624229,,1,minutes,Interpolated from MAP.,NAD83,4510,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19130101,120,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401330111402401,(D- 7- 2)12abc- 3,Well,,16020201,,,,,40.2249546,-111.6740904,,1,minutes,Interpolated from MAP.,NAD83,4528,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,1896,250,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401330111423601,(D- 7- 2)10abc- 3,Well,,16020201,,,,,40.2249539,-111.7107599,,1,minutes,Interpolated from MAP.,NAD83,4498,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19470101,147,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401331111370501,SLATE CREEK E OF PROVO CITY AT MOUTH OF CANYON,Stream,,16020201,,,,,40.2252335,-111.6188085,,5,seconds,Interpolated from MAP.,NAD83,5000,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401332111414401,(D- 7- 2)10adc- 3,Well,,16020201,,,,,40.2256486,-111.6976755,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19240101,164,ft,164,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401333111382501,(D- 7- 3) 7adc- 1,Well,,16020201,,,,,40.2263889,-111.6408333,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4565,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19600805,532,ft,535,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401336111405101,(D- 7- 2)11aca- 1,Well,,16020201,,,,,40.2265,-111.6814444,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4514,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19791121,148,ft,148,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401340111410601,(D- 7- 2)11bca- 4,Well,,16020201,,,,,40.2277321,-111.685758,,1,minutes,Interpolated from MAP.,NAD83,4500,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19430101,142,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401343111390301,(D- 7- 3) 7bbd- 3,Well,,16020201,,,,,40.2285661,-111.6515887,24000,5,seconds,Interpolated from MAP.,NAD83,4540,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,175,ft,175,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401343111515501,(D- 7- 1) 8bbc-S1,Spring,,16020201,,,,,40.2285632,-111.8660445,24000,5,seconds,Interpolated from MAP.,NAD83,4490,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401346111375801,(D- 7- 3) 8bbd- 1,Well,,16020201,,,,,40.2293998,-111.6335318,24000,5,seconds,Interpolated from MAP.,NAD83,4610,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,250,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401349111391001,(D- 7- 3) 7bbc- 1,Well,,16020201,,,,,40.23,-111.654,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4542,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19790502,220,ft,230,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401349111431801,(D- 7- 2) 9abb- 1,Well,,16020201,,,,,40.2302314,-111.7224274,24000,5,seconds,Interpolated from MAP.,NAD83,4489,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19550502,156,ft,156,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401350111401801,(D- 7- 2)12bab- 4,Well,,16020201,,,,,40.2305102,-111.6724236,,1,minutes,Interpolated from MAP.,NAD83,4534,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19060101,170,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401359111430201,(D- 7- 2) 4ddb- 1,Well,,16020203,,,,,40.2330092,-111.7179826,24000,5,seconds,Interpolated from MAP.,NAD83,4492,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19480425,153,ft,153,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401400111385701,(D- 7- 3) 6cdc- 3,Well,,16020201,,,,,40.2332884,-111.6499219,24000,5,seconds,Interpolated from MAP.,NAD83,4545,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,18900101,250,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401400111412401,(D- 7- 2)11bab- 2,Well,,16020201,,,,,40.2332876,-111.6907583,,1,minutes,Interpolated from MAP.,NAD83,4518,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19150101,143,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401400111425201,(D- 7- 2) 4dda- 2,Well,,16020203,,,,,40.2332871,-111.7152046,24000,5,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19500831,149,ft,149,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401400111433401,(D- 7- 2) 4cdb- 1,Well,,16020201,,,,,40.2332868,-111.7268721,24000,5,seconds,Interpolated from MAP.,NAD83,4489,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19371229,170,ft,170,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401402111425001,(D- 7- 2) 4dda- 3,Well,,16020203,,,,,40.2338426,-111.714649,24000,5,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,18500101,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401402111425101,(D- 7- 2) 4dda-11,Well,,16020203,,,,,40.2338426,-111.7149268,24000,5,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19340101,165,ft,165,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401402111515201,(D- 7- 1) 5ccb-S1,Spring,,16020201,,,,,40.233841,-111.865211,24000,5,seconds,Interpolated from MAP.,NAD83,4500,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401403111423401,(D- 7- 2) 3cca- 1,Well,,16020203,,,,,40.2341205,-111.7102042,24000,5,seconds,Interpolated from MAP.,NAD83,4498,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19450105,137,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401403111424901,(D- 7- 2) 4dda- 5,Well,,16020203,,,,,40.2341204,-111.7143712,24000,5,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19391215,160,ft,160,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401404111420701,(D- 7- 2) 3cdb- 1,Well,,16020201,,,,,40.2343984,-111.7028425,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4500,feet,1,feet,Global Positioning System.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401405111432301,(D- 7- 2) 4cda- 1,Well,,16020203,,,,,40.2346758,-111.7238163,24000,5,seconds,Interpolated from MAP.,NAD83,4490,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19350713,146,ft,146,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401406111403201,(D- 7- 2) 2dda- 1,Well,,16020201,,,,,40.2349545,-111.6763128,24000,5,seconds,Interpolated from MAP.,NAD83,4535,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19270101,176,ft,176,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401406111432601,PROVO R. .5 MILE EAST OF BOAT HARBOR NEAR UTAH LAK,Stream,,16020203,,,,,40.2349535,-111.7246497,24000,5,seconds,Interpolated from MAP.,NAD83,4490,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401407111413901,(D- 7- 2) 3dad- 1,Well,,16020201,,,,,40.2366763,-111.6956475,24000,1,seconds,Interpolated from MAP.,NAD83,4515,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19250101,138,ft,138,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401407111432301,(D- 7- 2) 4cad- 1,Well,,16020203,,,,,40.2352313,-111.7238163,24000,5,seconds,Interpolated from MAP.,NAD83,4490,feet,3,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,18500101,174,ft,174,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401408111405000,(D- 7- 2) 2dbd- 1,Well,,16020201,,,,,40.23551,-111.6813131,24000,5,seconds,Interpolated from MAP.,NAD83,4533,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19730525,217,ft,217,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401408111431301,(D- 7- 2) 4dbc- 1,Well,,16020203,,,,,40.2355092,-111.7210383,24000,5,seconds,Interpolated from MAP.,NAD83,4490,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401409111424801,(D- 7- 2) 4dad- 1,Well,,16020203,,,,,40.2357871,-111.7140934,24000,5,seconds,Interpolated from MAP.,NAD83,4492,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19540305,124,ft,124,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401409111430301,(D- 7- 2) 4dac- 1,Well,,16020201,,,,,40.2371756,-111.7299279,24000,5,seconds,Interpolated from MAP.,NAD83,4490,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19350404,145,ft,145,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401410111401801,(D- 7- 2) 1dbc- 1,Well,,16020201,,,,,40.2360657,-111.6724236,,1,minutes,Interpolated from MAP.,NAD83,4550,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19460101,407,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401410111410601,(D- 7- 2) 2adc- 1,Well,,16020201,,,,,40.2360654,-111.6857579,,1,minutes,Interpolated from MAP.,NAD83,4540,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19480101,150,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401410111412401,(D- 7- 2) 2bdc- 1,Well,,16020201,,,,,40.2360653,-111.6907583,,1,minutes,Interpolated from MAP.,NAD83,4528,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19000101,190,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401410111414801,(D- 7- 2) 3add- 5,Well,,16020203,,,,,40.2391208,-111.695203,24000,5,seconds,Interpolated from MAP.,NAD83,4520,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19450904,275,ft,275,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401410111432401,(D- 7- 2) 4adc- 1,Well,,16020203,,,,,40.24,-111.7175278,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4493,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19480607,132,ft,132,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401410111435301,(D- 7- 2) 4cbc- 1,Well,,16020201,,,,,40.2361756,-111.7325392,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4490,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19380716,250,ft,250,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401414111434501,(D- 7- 2) 4cba- 2,Well,,16020201,,,,,40.2371756,-111.7299279,24000,5,seconds,Interpolated from MAP.,NAD83,4490,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19370404,155,ft,155,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401414111435301,(D- 7- 2) 4cbb- 2,Well,,16020201,,,,,40.2375556,-111.7318889,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4490,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19570525,144,ft,144,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401415111434001,(D- 7- 2) 4cba- 1,Well,,16020201,,,,,40.2374534,-111.7285389,24000,5,seconds,Interpolated from MAP.,NAD83,4490,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19640528,200,ft,200,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401415111441001,(D- 7- 2) 5daa- 1,Well,,16020201,,,,,40.2374533,-111.733817,24000,5,seconds,Interpolated from MAP.,NAD83,4490,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19420507,277,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401416111414201,PROVO R. AT STATE RD. 114 NEAR UTAH LAKE,Stream,,16020203,,,,,40.2377319,-111.6957586,24000,5,seconds,Interpolated from MAP.,NAD83,4515,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
